Unnamed: 0, , .1, .2, .3, .4, .5, .6, .7
, , , , , , , , 
, , S/Q Points ---------------, , Superior Materiasl %, , 0, , 
, , , , Style/Feat per Model, , 0, , 
, , , , TQM ----------, Current, 0, , 
, , , , , Cumulate, 0, , 
, , , , Avg BP per Worker, , 1.3, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade C (points), , 0, , 
, , , , , , , , 
, , , , Total S/Q Points, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Reject Rate, Reject Rate ------------------, , Number of Models, , 0, , 
  AND,   (Branded),   Variables, , TQM (GTD Avg), , 0, , 
WORKFORCE, , , , Incentive Pay ($/pr), , 0, , 
Latin America, , , , Avg BP Per Pair, , 0, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade A (0/1), , 0, , 
, , , , , , , , 
, , Reject Rate ---------------, , Number of Models, , 0, , 
, ,   Percentages, , TQM (GTD Avg), , 0.05, , 
, , , , Incentive Pay ($/pr), , 0.03, , 
, , , , Avg BP Per Pair, , 0.024, , 
, , , , New Equipment %, , 0.02, , 
, , , , Upgrade A (mult), , 1, , 
, , , , , , , , 
, , , , Reject Rate %, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Productivity, Industry --------------------, , Comp -----------, Base, 12120, , 
  AND, ,   Averages, , $/worker, Incent, 1574, , 
WORKFORCE, , , , , Fringe, 1500, , 
Latin America, , , , ,   Tot Reg, 15194, , 
, , , , , OT Pay, 0, , 
, , , , ,   Tot Comp, 15194, , 
, , , , Supervisory Salary, , 25250, , 
, , , , Incent as % of Reg, , 0.104, , 
, , , , Base Productivity, , 3500, , 
, , , , Current Productivity, , 0, , 
, , Productivity ---------------, , Wage Change %, , 0, , 
, ,   Variables, , Incentive -----------, $/Worker, 0, , 
, , , ,   Pay, Reg Comp, 0, , 
, , , , ,  % of Reg, 0, , 
, , , , Reg Comp % IndAvg, , 0, , 
, , , , Fringe % Reg Comp, , 0, , 
, , , , Best Prac $/Worker, , 0, , 
, , , , Number of Models, , 0, , 
, , , , Supervisory Ratio, , 0, , 
, , , , Sup Sal % Ind Avg, , 0, , 
, , , , Upgrade D (0/1), , 0, , 
, , , , OT Pay % of Comp, , 0, , 
, , Productivity ---------------, , Wage Change %, , -0.005, , 
, ,   Percentage, , Incent as % of Reg, , 0.0036, , 
, ,   Adjustments, , Reg Comp % IndAvg, , 0, , 
, , , , Fringe % Reg Comp, , -0.0246, , 
, , , , Best Prac $/Worker, , -0.01, , 
, , , , Number of Models, , 0, , 
, , , , Supervisory Ratio, , 0, , 
, , , , Sup Sal % Ind Avg, , 0, , 
, , , , Upgrade D (mult), , 0, , 
, , , , , , 0, , 
, , Worker ----------------------, , Beginning Base, , 3500, , 
, ,   Productivity, , New Base, , 3500, , 
, , , , Current-Year , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Private-Label, Private-Label Cost Allocation %, , , , 0, , 
  AND,   Production, , , , , , , 
WORKFORCE,   Costs, $000s ------------, Materials Costs -------------, , Standard, 0, , 
Latin America, , , , , Superior, 0, , 
, , , , ,   Total, 0, , 
, , , Labor Costs, , , 0, , 
, , , Best Practices Training, , , 0, , 
, , , Supervisory Costs, , , 0, , 
, , , Enhanced Styling/Features, , , 0, , 
, , , TQM/6-Sigma Program, , , 0, , 
, , , Production Run Setup, , , 0, , 
, , , Facilities Maintenance, , , 0, , 
, , , Depreciation Expense, , , 0, , 
, , , , , , , , 
, , ,   Total Production Costs, , , 0, , 
, , ,     Per Pair Produced, , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, S/Q Rating, S/Q Variables ---------------, , Superior Materiasl %, , 0, , 
  AND, (Private-Label), , , Style/Feat per Model, , 0, , 
WORKFORCE, , , , TQM ----------, Current, 0, , 
Latin America, , , , , GTD Avg, 0, , 
, , , , Avg BP per Worker, , 0, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade C (1/0), , 0, , 
, , , , , , , , 
, , S/Q Points ---------------, , Superior Materiasl %, , 0, , 
, , , , Style/Feat per Model, , -1.2, , 
, , , , TQM ----------, Current, 0, , 
, , , , , Cumulate, 0, , 
, , , , Avg BP per Worker, , 1.3, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade C (points), , 0, , 
, , , , , , , , 
, , , , Total S/Q Points, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Reject Rate, Reject Rate ------------------, , Number of Models, , 0, , 
  AND, (Private-Label),   Variables, , TQM (GTD Avg), , 0, , 
WORKFORCE, , , , Incentive Pay ($/pr), , 0, , 
Latin America, , , , Avg BP Per Pair, , 0, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade A (0/1), , 0, , 
, , , , , , , , 
, , Reject Rate ---------------, , Number of Models, , 0, , 
, ,   Percentages, , TQM (GTD Avg), , 0.05, , 
, , , , Incentive Pay ($/pr), , 0.03, , 
, , , , Avg BP Per Pair, , 0.024, , 
, , , , New Equipment %, , 0.02, , 
, , , , Upgrade A (mult), , 1, , 
, , , , , , , , 
, , , , Reject Rate %, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Production, Branded -----------, Pairs -----------, Regular Time, , 9000, , 
  AND, Statistics, ,   Prod, Overtime, , 1453, , 
WORKFORCE, , , , Rejected, , 732, , 
Overall, , , ,   Net Production, , 9721, , 
, , , , , , , , 
, , , Reject Rate (%), , , 0.07, , 
, , , Cost of Rejects-----------, , $000s, 17583, , 
, , , , , $/pair, 1.81, , 
, , , , , , , , 
, , P-Label ------------, Pairs -----------, Regular Time, , 0, , 
, , ,   Prod, Overtime, , 347, , 
, , , , Rejected, , 29, , 
, , , ,   Net Production, , 318, , 
, , , , , , , , 
, , , Reject Rate (%), , , 0.084, , 
, , , Cost of Rejects-----------, , $000s, 671, , 
, , , , , $/pair, 2.11, , 
, , , , , , , , 
, , Production Capability (000s w/o OT), , , , 9000, , 
, , Total Pairs Produced (000s), , , , 10800, , 
, , Utilization of Production Capability (%), , , , 1.2, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Workforce, Compen ---------, Total ---------, Base Wages, , 47967, , 
  AND, Statistics,   sation,   Cost, Incentive Pay, , 11388, , 
WORKFORCE, , ,   ($000s), Fringe Benefits, , 4695, , 
Overall, , , ,   Regular Comp., , 64050, , 
, , , , Overtime Pay, , 16666, , 
, , , ,   Total Comp., , 80716, , 
, , , , , , , , 
, , , , Best Practices, , 1042, , 
, , , , Supervisory Comp, , 3535, , 
, , , , , , , , 
, , Prior Year -------------------, , Number of Workers, , 1943, , 
, , , , Number of Supervisors, , 49, , 
, , , , , , , , 
, , Curretn Year ---------------, , Number of Workers, , 2113, , 
, , , , Number of Supervisors, , 84, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Branded, $000s ------------, Materials Costs -------------, , Standard, 25340, , 
  AND, Production, , , , Superior, 91219, , 
WORKFORCE, Costs, , , ,   Total, 116559, , 
Overall, , , Labor Costs, , , 78440, , 
, , , Best Practices Training, , , 1010, , 
, , , Supervisory Costs, , , 3452, , 
, , , Enhanced Styling/Features, , , 6000, , 
, , , TQM/6-Sigma Program, , , 10898, , 
, , , Production Run Setup, , , 7750, , 
, , , Facilities Maintenance, , , 7367, , 
, , , Depreciation Expense, , , 20390, , 
, , , , , , , , 
, , ,   Total Production Costs, , , 251866, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Private-Label, $000s ------------, Materials Costs -------------, , Standard, 1433, , 
  AND,   Production, , , , Superior, 1392, , 
WORKFORCE,   Costs, , , ,   Total, 2825, , 
Overall, , , Labor Costs, , , 2276, , 
, , , Best Practices Training, , , 32, , 
, , , Supervisory Costs, , , 83, , 
, , , Enhanced Styling/Features, , , 1000, , 
, , , TQM/6-Sigma Program, , , 382, , 
, , , Production Run Setup, , , 500, , 
, , , Facilities Maintenance, , , 299, , 
, , , Depreciation Expense, , , 620, , 
, , , , , , , , 
, , ,   Total Production Costs, , , 8017, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
EXCHANGE, Exchange Rates , , Current ----------------, US$ per Euro, , 1.1168, , 
RATE, , ,   Year, US$ per Sing$, , 0.7813, , 
ADJUSTMENTS, , , , US$ per Real, , 0.184, , 
, , , , , , , , 
, , , , Euro per US$, , 0.8954, , 
, , , , Sing$ per US$, , 1.2799, , 
, , , , Real per US$, , 5.4348, , 
, , , , , , , , 
, , , , US$ per Euro, , 1.1168, , 
, , , , Sing$ per Euro, , 1.4294, , 
, , , , Real per Euro, , 6.068, , 
, , , , , , , , 
, , , , US$ per Sing$, , 0.7813, , 
, , , , Euro per Sing$, , 0.6996, , 
, , , , Real per Sing$, , 4.2455, , 
, , , , , , , , 
, , , , US$ per Real, , 0.184, , 
, , , , Euro per Real, , 0.1648, , 
, , , , Sing$ per Real, , 0.2355, , 
, , , , , , , , 
, , , Prior ----------------, US$ per Euro, , 1.1028, , 
, , ,   Year, US$ per Sing$, , 0.7712, , 
, , , , US$ per Real, , 0.1826, , 
, , , , , , , , 
, , , , Euro per US$, , 0.9068, , 
, , , , Sing$ per US$, , 1.2967, , 
, , , , Real per US$, , 5.4765, , 
, , , , , , , , 
, , , , US$ per Euro, , 1.1028, , 
, , , , Sing$ per Euro, , 1.43, , 
, , , , Real per Euro, , 6.0423, , 
, , , , , , , , 
, , , , US$ per Sing$, , 0.7712, , 
, , , , Euro per Sing$, , 0.6993, , 
, , , , Real per Sing$, , 4.2243, , 
, , , , , , , , 
, , , , US$ per Real, , 0.1826, , 
, , , , Euro per Real, , 0.1655, , 
, , , , Sing$ per Real, , 0.2367, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Exchange Rate, Sales Revenues Generated in -----, , , E-A, -0.0627, , 
,   Adjustment, , , , A-P, -0.0646, , 
,   Percentages, , , , L.A., -0.038, , 
, , , , , , , , 
, , North America to -----------------------, , , E-A, 0.0637, , 
, , , , , A-P, 0.0656, , 
, , , , , L.A., 0.0384, , 
, , , , , , , , 
, , Europe-Africa to -----------------------, , , N.A., -0.0627, , 
, , , , , A-P, 0.0021, , 
, , , , , L.A., -0.0212, , 
, , , , , , , , 
, , Asia-Pacific to -------------------------------, , , N.A., -0.0646, , 
, , , , , E-A, -0.0021, , 
, , , , , L.A., -0.025, , 
, , , , , , , , 
, , Latin America to -------------------------------, , , N.A., -0.038, , 
, , , , , E-A, 0.0212, , 
, , , , , A-P, 0.0255, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
BRANDED, North America, , Pairs Produced (after rejects), , , 5598, , 
FOOTWEAR,   Facility, , S/Q Rating, , , 5.2, , 
PRODUCTION, , , Number of Models, , , 200, , 
, , , Production Cost ($000s), , , 152760, , 
, , ,   Cost Per Pair, , , 27.2883, , 
, , , , , , , , 
, , Planned Shipment % to --------------, , , N.A., 0.607, , 
, ,   Warehouses, , , E-A, 0, , 
, , , , , A-P, 0, , 
, , , , , L.A., 0.393, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Europe-Africa, , Pairs Produced (after rejects), , , 0, , 
,   Facility, , S/Q Rating, , , 0, , 
, , , Number of Models, , , 0, , 
, , , Production Cost ($000s), , , 0, , 
, , ,   Cost Per Pair, , , 0, , 
, , , , , , , , 
, , Planned Shipment % to --------------, , , N.A., 0, , 
, ,   Warehouses, , , E-A, 0, , 
, , , , , A-P, 0, , 
, , , , , L.A., 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Asia-Pacific, , Pairs Produced (after rejects), , , 4123, , 
,   Facility, , S/Q Rating, , , 4.7, , 
, , , Number of Models, , , 150, , 
, , , Production Cost ($000s), , , 99106, , 
, , ,   Cost Per Pair, , , 24.0374, , 
, , , , , , , , 
, , Planned Shipment % to --------------, , , N.A., 0, , 
, ,   Warehouses, , , E-A, 0.4999, , 
, , , , , A-P, 0.5001, , 
, , , , , L.A., 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Latin America, , Pairs Produced (after rejects), , , 0, , 
,   Facility, , S/Q Rating, , , 0, , 
, , , Number of Models, , , 0, , 
, , , Production Cost ($000s), , , 0, , 
, , ,   Cost Per Pair, , , 0, , 
, , , , , , , , 
, , Planned Shipment % to --------------, , , N.A., 0, , 
, ,   Warehouses, , , E-A, 0, , 
, , , , , A-P, 0, , 
, , , , , L.A., 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
DISTRIBUTION, Warehouse, Ending Inventory from ------------------, , , Pairs, 71, , 
AND, Operations,   Prior Year, , , S/Q Rating, 3.7, , 
WAREHOUSE, , , , , Models, 200, , 
North America, , , , ,   Cost, 1773, , 
  Warehouse, , , , , , , , 
, , Inventory Cleared at Beg of Yr ----, , , Pairs, 0, , 
, , , , ,   Cost, 0, , 
, , , , , , , , 
, , Beginning Inventory for Crnt Yr ----, , , Pairs, 71, , 
, , , , ,   Cost, 1773, , 
, , , , , , , , 
, , Incoming Shipment from -------------, , , Pairs, 3398, , 
, ,   N.A. Facility, , , S/Q Rating, 5.2, , 
, , , , , Models, 200, , 
, , , , , Prod Cost, 92725, , 
, , , , , Exch Adj, 0, , 
, , , , , Freight, 3398, , 
, , , , , Tariffs, 0, , 
, , , , ,   Tot Cost, 96123, , 
, , , , , , , , 
, , Incoming Shipment from -------------, , , Pairs, 0, , 
, ,   E-A Facility, , , S/Q Rating, 0, , 
, , , , , Models, 0, , 
, , , , , Prod Cost, 0, , 
, , , , , Exch Adj, 0, , 
, , , , , Freight, 0, , 
, , , , , Tariffs, 0, , 
, , , , ,   Tot Cost, 0, , 
, , , , , , , , 
, , Incoming Shipment from -------------, , , Pairs, 0, , 
, ,   A-P Facility, , , S/Q Rating, 0, , 
, , , , , Models, 0, , 
, , , , , Prod Cost, 0, , 
, , , , , Exch Adj, 0, , 
, , , , , Freight, 0, , 
, , , , , Tariffs, 0, , 
, , , , ,   Tot Cost, 0, , 
, , , , , , , , 
, , Incoming Shipment from -------------, , , Pairs, 0, , 
, ,   L.A Facility, , , S/Q Rating, 0, , 
, , , , , Models, 0, , 
, , , , , Prod Cost, 0, , 
, , , , , Exch Adj, 0, , 
, , , , , Freight, 0, , 
, , , , , Tariffs, 0, , 
, , , , ,   Tot Cost, 0, , 
, , , , , , , , 
, , Available for Sale  -------------------------, , , Pairs, 3469, , 
, , , , , S/Q Rating, 5.2, , 
, , , , , Models, 200, , 
, , , , ,   Cost, 97896, , 
, , , , , , , , 
, , Pairs Demanded -------------------------, , , Internet, 453, , 
, , , , , Wholesale, 2610, , 
, , , , , Total, 3063, , 
, , , , , , , , 
, , , Market Share -------------, , Internet, 0.234, , 
, , , , , Wholesale, 0.2593, , 
, , , , , Total, 0.256, , 
, , , , , , , , 
, , Pairs Sold ----------------------------------, , , Internet, 453, , 
, , , , ,   Cost, 12784, , 
, , , , , Wholesale, 2649, , 
, , , , ,   Cost, 74755, , 
, , , , , Total, 3102, , 
, , , , ,   Cost, 87539, , 
, , , , , , , , 
, , , Market Share -------------, , Internet, 0.234, , 
, , , , , Wholesale, 0.2632, , 
, , , , , Total, 0.259, , 
, , , , , , , , 
, , Inventory -------------------------, , Required Inventory, , 129, , 
, ,   (pairs), , Inv Surplus/Shortfall, , 238, , 
, , , , , , , , 
, , Ending Inventory ------------------------, , , Pairs, 367, , 
, , , , , S/Q Rating, 5.2, , 
, , , , , Models, 200, , 
, , , , , Cost, 10357, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
DISTRIBUTION, Cost of, Cost of Beginning Inventory, , , , 1773, , 
AND,   Branded,   + Production Cost of Incoming Pairs, , , , 92725, , 
WAREHOUSE,   Pairs Sold,   ± Exchange Rate Cost Adjustments, , , , 0, , 
North America, ,   + Freight on Incoming Pairs, , , , 3398, , 
, ,   + Import Tariffs on Incoming Pairs, , , , 0, , 
, , – Cost of Ending Year 10 Inventory, , , , 10357, , 
, , , , , , , , 
, , , Cost of Branded Pairs Sold, , , 87539, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Warehouse, Inventory Storage Cost, , , , 36, , 
,   Expenses, Packaging / Shipping ------------------, , , Internet, 5730, , 
, , , , , Wholesale, 9344, , 
, , Lease and Maintenance Costs, , , , 1000, , 
, , , , , , , , 
, , , Total Warehouse Expenses, , , 16110, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
DISTRIBUTION, Inventory, Industry Total Inventory (pairs), , , , 355, , 
AND,   Clearance, Wholesale Price (company), , , , 53, , 
WAREHOUSE, , , , , , , , 
North America, , Industry Inventory as % of Industry Demand, , , , 0.027, , 
, , Pairs Cleared as % of Industry Inventory, , , , 0, , 
, , Pairs Cleared as % of Pairs Demanded, , , , 0, , 
, , Wholesale Price to S/Q Rating Ratio, , , , 12, , 
, , , , , , , , 
, , Clearance Points, , , , 313, , 
, , Margin Reduction %, , , , 0.85, , 
, , , , , , , , 
, , Intended Price, , , , 48, , 
, , Intended Margin Over Direct Costs, , , , 48, , 
, , , , , , , , 
, , Per Pair Cleared ------------, , Price, , 0, , 
, , , , Cost of Pairs, , 0, , 
, , , , Storage, , 0, , 
, , , , Packaging/Shipping, , 0, , 
, , , ,   Margin Over Direct, , 0, , 
, , , , , , , , 
, , Total $ (000s) ---------------, , Revenues, , 0, , 
, , , , Exchange Rate Adj, , 0, , 
, , , ,   Net Revenues, , 0, , 
, , , , Cost of Pairs, , 0, , 
, , , , Storage, , 0, , 
, , , , Packaging/Shipping, , 0, , 
, , , ,   Margin Over Direct, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
DISTRIBUTION, Warehouse, Ending Inventory from ------------------, , , Pairs, 60, , 
AND, Operations,   Prior Year, , , S/Q Rating, 3.7, , 
WAREHOUSE, , , , , Models, 200, , 
Europe-Africa, , , , ,   Cost, 1859, , 
  Warehouse, , , , , , , , 
, , Inventory Cleared at Beg of Yr ----, , , Pairs, 0, , 
, , , , ,   Cost, 0, , 
, , , , , , , , 
, , Beginning Inventory for Crnt Yr ----, , , Pairs, 60, , 
, , , , ,   Cost, 1859, , 
, , , , , , , , 
, , Incoming Shipment from -------------, , , Pairs, 0, , 
, ,   N.A. Facility, , , S/Q Rating, 0, , 
, , , , , Models, 0, , 
, , , , , Prod Cost, 0, , 
, , , , , Exch Adj, 0, , 
, , , , , Freight, 0, , 
, , , , , Tariffs, 0, , 
, , , , ,   Tot Cost, 0, , 
, , , , , , , , 
, , Incoming Shipment from -------------, , , Pairs, 0, , 
, ,   E-A Facility, , , S/Q Rating, 0, , 
, , , , , Models, 0, , 
, , , , , Prod Cost, 0, , 
, , , , , Exch Adj, 0, , 
, , , , , Freight, 0, , 
, , , , , Tariffs, 0, , 
, , , , ,   Tot Cost, 0, , 
, , , , , , , , 
, , Incoming Shipment from -------------, , , Pairs, 2061, , 
, ,   A-P Facility, , , S/Q Rating, 4.7, , 
, , , , , Models, 150, , 
, , , , , Prod Cost, 49543, , 
, , , , , Exch Adj, 0, , 
, , , , , Freight, 4122, , 
, , , , , Tariffs, 12366, , 
, , , , ,   Tot Cost, 66031, , 
, , , , , , , , 
, , Incoming Shipment from -------------, , , Pairs, 0, , 
, ,   L.A Facility, , , S/Q Rating, 0, , 
, , , , , Models, 0, , 
, , , , , Prod Cost, 0, , 
, , , , , Exch Adj, 0, , 
, , , , , Freight, 0, , 
, , , , , Tariffs, 0, , 
, , , , ,   Tot Cost, 0, , 
, , , , , , , , 
, , Available for Sale  -------------------------, , , Pairs, 2121, , 
, , , , , S/Q Rating, 4.7, , 
, , , , , Models, 151.4, , 
, , , , ,   Cost, 67890, , 
, , , , , , , , 
, , Pairs Demanded -------------------------, , , Internet, 180, , 
, , , , , Wholesale, 1358, , 
, , , , , Total, 1538, , 
, , , , , , , , 
, , , Market Share -------------, , Internet, 0.11, , 
, , , , , Wholesale, 0.1584, , 
, , , , , Total, 0.153, , 
, , , , , , , , 
, , Pairs Sold ----------------------------------, , , Internet, 180, , 
, , , , ,   Cost, 5762, , 
, , , , , Wholesale, 1633, , 
, , , , ,   Cost, 52270, , 
, , , , , Total, 1813, , 
, , , , ,   Cost, 58032, , 
, , , , , , , , 
, , , Market Share -------------, , Internet, 0.11, , 
, , , , , Wholesale, 0.1904, , 
, , , , , Total, 0.182, , 
, , , , , , , , 
, , Inventory -------------------------, , Required Inventory, , 38, , 
, ,   (pairs), , Inv Surplus/Shortfall, , 270, , 
, , , , , , , , 
, , Ending Inventory ------------------------, , , Pairs, 308, , 
, , , , , S/Q Rating, 4.7, , 
, , , , , Models, 151.4, , 
, , , , , Cost, 9859, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
DISTRIBUTION, Cost of, Cost of Beginning Inventory, , , , 1859, , 
AND,   Branded,   + Production Cost of Incoming Pairs, , , , 49543, , 
WAREHOUSE,   Pairs Sold,   ± Exchange Rate Cost Adjustments, , , , 0, , 
Europe-Africa, ,   + Freight on Incoming Pairs, , , , 4122, , 
  Warehouse, ,   + Import Tariffs on Incoming Pairs, , , , 12366, , 
, , – Cost of Ending Year 10 Inventory, , , , 9859, , 
, , , , , , , , 
, , , Cost of Branded Pairs Sold, , , 58031, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Warehouse, Inventory Storage Cost, , , , 30, , 
,   Expenses, Packaging / Shipping ------------------, , , Internet, 2277, , 
, , , , , Wholesale, 6144, , 
, , Lease and Maintenance Costs, , , , 1000, , 
, , , , , , , , 
, , , Total Warehouse Expenses, , , 9451, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
DISTRIBUTION, Inventory, Industry Total Inventory (pairs), , , , 300, , 
AND,   Clearance, Wholesale Price (company), , , , 58.94, , 
WAREHOUSE, , , , , , , , 
Europe-Africa, , Industry Inventory as % of Industry Demand, , , , 0.027, , 
  Warehouse, , Pairs Cleared as % of Industry Inventory, , , , 0, , 
, , Pairs Cleared as % of Pairs Demanded, , , , 0, , 
, , Wholesale Price to S/Q Rating Ratio, , , , 13.3, , 
, , , , , , , , 
, , Clearance Points, , , , 299, , 
, , Margin Reduction %, , , , 0.85, , 
, , , , , , , , 
, , Intended Price, , , , 53, , 
, , Intended Margin Over Direct Costs, , , , 53, , 
, , , , , , , , 
, , Per Pair Cleared ------------, , Price, , 0, , 
, , , , Cost of Pairs, , 0, , 
, , , , Storage, , 0, , 
, , , , Packaging/Shipping, , 0, , 
, , , ,   Margin Over Direct, , 0, , 
, , , , , , , , 
, , Total $ (000s) ---------------, , Revenues, , 0, , 
, , , , Exchange Rate Adj, , 0, , 
, , , ,   Net Revenues, , 0, , 
, , , , Cost of Pairs, , 0, , 
, , , , Storage, , 0, , 
, , , , Packaging/Shipping, , 0, , 
, , , ,   Margin Over Direct, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
DISTRIBUTION, Warehouse, Ending Inventory from ------------------, , , Pairs, 45, , 
AND, Operations,   Prior Year, , , S/Q Rating, 3.7, , 
WAREHOUSE, , , , , Models, 200, , 
Asia-Pacific, , , , ,   Cost, 997, , 
  Warehouse, , , , , , , , 
, , Inventory Cleared at Beg of Yr ----, , , Pairs, 0, , 
, , , , ,   Cost, 0, , 
, , , , , , , , 
, , Beginning Inventory for Crnt Yr ----, , , Pairs, 45, , 
, , , , ,   Cost, 997, , 
, , , , , , , , 
, , Incoming Shipment from -------------, , , Pairs, 0, , 
, ,   N.A. Facility, , , S/Q Rating, 0, , 
, , , , , Models, 0, , 
, , , , , Prod Cost, 0, , 
, , , , , Exch Adj, 0, , 
, , , , , Freight, 0, , 
, , , , , Tariffs, 0, , 
, , , , ,   Tot Cost, 0, , 
, , , , , , , , 
, , Incoming Shipment from -------------, , , Pairs, 0, , 
, ,   E-A Facility, , , S/Q Rating, 0, , 
, , , , , Models, 0, , 
, , , , , Prod Cost, 0, , 
, , , , , Exch Adj, 0, , 
, , , , , Freight, 0, , 
, , , , , Tariffs, 0, , 
, , , , ,   Tot Cost, 0, , 
, , , , , , , , 
, , Incoming Shipment from -------------, , , Pairs, 2062, , 
, ,   A-P Facility, , , S/Q Rating, 4.7, , 
, , , , , Models, 150, , 
, , , , , Prod Cost, 49563, , 
, , , , , Exch Adj, 0, , 
, , , , , Freight, 2062, , 
, , , , , Tariffs, 0, , 
, , , , ,   Tot Cost, 51625, , 
, , , , , , , , 
, , Incoming Shipment from -------------, , , Pairs, 0, , 
, ,   L.A Facility, , , S/Q Rating, 0, , 
, , , , , Models, 0, , 
, , , , , Prod Cost, 0, , 
, , , , , Exch Adj, 0, , 
, , , , , Freight, 0, , 
, , , , , Tariffs, 0, , 
, , , , ,   Tot Cost, 0, , 
, , , , , , , , 
, , Available for Sale  -------------------------, , , Pairs, 2107, , 
, , , , , S/Q Rating, 4.7, , 
, , , , , Models, 151.1, , 
, , , , ,   Cost, 52622, , 
, , , , , , , , 
, , Pairs Demanded -------------------------, , , Internet, 267, , 
, , , , , Wholesale, 1448, , 
, , , , , Total, 1715, , 
, , , , , , , , 
, , , Market Share -------------, , Internet, 0.2171, , 
, , , , , Wholesale, 0.2221, , 
, , , , , Total, 0.221, , 
, , , , , , , , 
, , Pairs Sold ----------------------------------, , , Internet, 267, , 
, , , , ,   Cost, 6668, , 
, , , , , Wholesale, 1567, , 
, , , , ,   Cost, 39136, , 
, , , , , Total, 1834, , 
, , , , ,   Cost, 45804, , 
, , , , , , , , 
, , , Market Share -------------, , Internet, 0.2171, , 
, , , , , Wholesale, 0.2403, , 
, , , , , Total, 0.237, , 
, , , , , , , , 
, , Inventory -------------------------, , Required Inventory, , 60, , 
, ,   (pairs), , Inv Surplus/Shortfall, , 213, , 
, , , , , , , , 
, , Ending Inventory ------------------------, , , Pairs, 273, , 
, , , , , S/Q Rating, 4.7, , 
, , , , , Models, 151.1, , 
, , , , , Cost, 6818, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
DISTRIBUTION, Cost of, Cost of Beginning Inventory, , , , 997, , 
AND,   Branded,   + Production Cost of Incoming Pairs, , , , 49563, , 
WAREHOUSE,   Pairs Sold,   ± Exchange Rate Cost Adjustments, , , , 0, , 
Asia-Pacific, ,   + Freight on Incoming Pairs, , , , 2062, , 
  Warehouse, ,   + Import Tariffs on Incoming Pairs, , , , 0, , 
, , – Cost of Ending Year 10 Inventory, , , , 6818, , 
, , , , , , , , 
, , , Cost of Branded Pairs Sold, , , 45804, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, Warehouse, Inventory Storage Cost, , , , 23, , 
,   Expenses, Packaging / Shipping ------------------, , , Internet, 3378, , 
, , , , , Wholesale, 5936, , 
, , Lease and Maintenance Costs, , , , 1000, , 
, , , , , , , , 
, , , Total Warehouse Expenses, , , 10337, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
DISTRIBUTION, Inventory, Industry Total Inventory (pairs), , , , 225, , 
AND,   Clearance, Wholesale Price (company), , , , 53, , 
WAREHOUSE, , , , , , , , 
